date,open,high,low,close,volume
2019-01-01,99.90667213174669,100.77893120098993,99.19946371287232,99.90667213174669,1099408
2019-01-02,99.76497399322733,100.58083287099973,98.82070388529996,99.76497399322733,3003748
2019-01-03,100.4541223403038,100.70259845516662,100.1083867237579,100.4541223403038,2147895
2019-01-04,99.89826184121875,100.73868791319575,99.67835428458045,99.89826184121875,8031058
2019-01-07,99.06598689952818,99.64497530337033,98.41132817614604,99.06598689952818,7606001
2019-01-08,99.44045693137892,99.79876208275904,99.30324302893032,99.44045693137892,1952462
2019-01-09,100.36190651647176,100.40177282534432,99.96146234647931,100.36190651647176,2845215
2019-01-10,100.14768433276198,100.9966150737399,99.76658225925847,100.14768433276198,1562827
2019-01-11,102.55727978475252,103.04636450510286,102.38257843547832,102.55727978475252,9750686
2019-01-14,101.28951161142436,101.7053577896732,100.33982174345302,101.28951161142436,3645459
2019-01-15,100.56389128596584,100.85860558215595,99.56693507660944,100.56389128596584,2443348
2019-01-16,99.964653515931,100.75108727975774,99.70941458445117,99.964653515931,2234392
2019-01-17,100.29498844198798,101.14754590176081,99.94294371344293,100.29498844198798,5968780
2019-01-18,101.05503886237443,101.92561463898747,100.37138360420637,101.05503886237443,8441788
2019-01-21,100.43862162035624,100.7294083347855,100.20931968086009,100.43862162035624,2712914
2019-01-22,100.398577844106,100.6498262728254,100.04597383570216,100.398577844106,7683877
2019-01-23,100.87487020909587,100.9416602103266,100.45523739980699,100.87487020909587,1964368
2019-01-24,101.74300488027768,102.31857860607435,101.1111112186882,101.74300488027768,8793844
2019-01-25,100.968867237029,101.13951646853553,100.22833650954591,100.968867237029,5583536
2019-01-28,100.55744935815942,101.23581795746198,100.35788758870773,100.55744935815942,4512924
2019-01-29,100.56322220114228,101.06923997059884,100.53311392702354,100.56322220114228,1441112
2019-01-30,100.58490932500968,100.60073604677004,100.02580219630755,100.58490932500968,2393014
2019-01-31,99.03906871557349,99.8510472182608,98.99196890563238,99.03906871557349,3408364
2019-02-01,99.2725073421045,99.82665381511762,99.07203242557148,99.2725073421045,6773332
2019-02-04,99.3592375739908,100.22659294600814,99.03819774375012,99.3592375739908,9369954
2019-02-05,100.02254944152402,100.14332557535205,99.43822736173513,100.02254944152402,7168183
2019-02-06,100.16761078447614,100.42670869970084,99.2255082566007,100.16761078447614,2178052
2019-02-07,100.09273064620992,100.54376215209939,99.77694789038084,100.09273064620992,3841131
2019-02-08,100.06137952263184,100.84039929418864,100.01473966105203,100.06137952263184,4258812
2019-02-11,100.0865803861513,101.05995058705689,99.89914363589232,100.0865803861513,8143410
2019-02-12,102.33312978234946,102.66894332003744,101.37372158805938,102.33312978234946,8441462
2019-02-13,102.37302260518584,103.17406777013946,101.53216372868633,102.37302260518584,6184923
2019-02-14,101.19463507459258,101.623634148609,100.83369934092258,101.19463507459258,9604890
2019-02-15,100.64370299335236,101.00383811412598,100.27555565692943,100.64370299335236,5369628
2019-02-18,100.9524600699623,101.91721102242495,100.67521665857,100.9524600699623,1256485
2019-02-19,101.07395764719003,101.2917687123424,101.05707652580311,101.07395764719003,7602336
2019-02-20,101.21759012849365,101.92172736853453,100.5790568299679,101.21759012849365,8422236
2019-02-21,101.80828941015882,102.64634734751647,101.56083270888865,101.80828941015882,4681241
2019-02-22,101.57978361168296,101.68447868751377,101.0794466142447,101.57978361168296,1566242
2019-02-25,101.60158766193643,102.41924720885105,101.50163279364513,101.60158766193643,8105375
2019-02-26,102.12517115595526,102.65093188272354,101.12430575738671,102.12517115595526,4391152
2019-02-27,103.21676302928834,104.0476988215607,102.29887457982703,103.21676302928834,6860519
2019-02-28,102.83710984459246,103.851346433445,102.35808065517863,102.83710984459246,4161148
2019-03-01,101.91836824952603,102.77986822226676,101.74650059788027,101.91836824952603,6701766
2019-03-04,102.26792734613066,102.64658826354608,101.5891732166957,102.26792734613066,9745923
2019-03-05,102.01424358544784,102.88388530264456,101.9012374179442,102.01424358544784,3249989
2019-03-06,102.44235281392487,102.72963562450062,101.78752047140486,102.44235281392487,3736393
2019-03-07,101.6905991363146,102.34789313524887,101.1959715104698,101.6905991363146,7219037
2019-03-08,101.9562043161492,102.07118889244828,101.80505208004332,101.9562043161492,4913646
2019-03-11,103.0852574563681,103.7700910544929,102.42161167127045,103.0852574563681,1953071
2019-03-12,104.60186331717777,104.80593920471999,104.4625580702773,104.60186331717777,7111727
2019-03-13,103.73260997912479,104.00699785290205,103.33871340950147,103.73260997912479,2748425
2019-03-14,103.48571063491094,103.78593383559485,103.3337293228195,103.48571063491094,3217994
2019-03-15,103.40560986169329,103.46055162222487,102.96595136534036,103.40560986169329,1477133
2019-03-18,104.43856922456342,104.7478061993032,103.73887668189063,104.43856922456342,7658349
2019-03-19,104.37648756671472,104.90419734732939,103.37012131504447,104.37648756671472,3156101
2019-03-20,103.41895154578818,103.47679890645949,103.05201055583514,103.41895154578818,5182683
2019-03-21,102.29896922095764,102.52371218697036,101.97348678213262,102.29896922095764,1886002
2019-03-22,103.01912491644909,103.42726473641467,102.0764458311479,103.01912491644909,7206592
2019-03-25,102.27170448471922,103.08287693134476,101.50067992427091,102.27170448471922,7014176
2019-03-26,102.22917060053199,102.773953233053,101.36483034199966,102.22917060053199,7816352
2019-03-27,102.5001183769388,102.91529064769408,102.20203142955121,102.5001183769388,4562960
2019-03-28,100.973686635691,101.52490847431561,100.76231256834153,100.973686635691,5422441
2019-03-29,101.79676855224686,102.0856754311439,100.90881045980811,101.79676855224686,7287783
2019-04-01,101.9709321750123,102.6960159623081,101.79420123046935,101.9709321750123,7574150
2019-04-02,101.9275226048889,102.7379418500988,101.401085028686,101.9275226048889,5040264
2019-04-03,102.69169786148022,102.8458129182275,101.92841345375075,102.69169786148022,9257976
2019-04-04,104.15530344128908,104.66402125289581,104.10470744949485,104.15530344128908,3450073
2019-04-05,103.11828255292639,103.25143788114651,102.31423926272547,103.11828255292639,3072817
2019-04-08,101.14629692076637,101.94438690143338,100.16671923731823,101.14629692076637,2821194
2019-04-09,101.2202336942422,102.14945160695845,100.29368932125185,101.2202336942422,5965032
2019-04-10,101.02536044870558,101.35438311333107,100.24026648584936,101.02536044870558,1997441
2019-04-11,101.61900183979382,101.80848589700629,101.60816168284464,101.61900183979382,8974808
2019-04-12,101.47180291600735,102.18634692674728,101.23581744501774,101.47180291600735,5279994
2019-04-15,102.90559412620892,103.20714230255409,102.88665550154228,102.90559412620892,7644408
2019-04-16,101.88853993288873,102.56213294439166,101.2045221399942,101.88853993288873,5159798
2019-04-17,100.97691293217935,101.2059620502536,100.10152582416312,100.97691293217935,7437927
2019-04-18,101.4277880826756,102.06391390133365,100.73962984768168,101.4277880826756,8123519
2019-04-19,102.6925137649731,103.62765373268556,101.81643204488995,102.6925137649731,4812742
2019-04-22,103.56859011386639,103.90140527017891,102.5882416649984,103.56859011386639,5708902
2019-04-23,104.56093693396127,105.54537127935635,103.83650392990023,104.56093693396127,1225845
2019-04-24,105.94296764844819,106.61775004148983,105.67291121830208,105.94296764844819,1656458
2019-04-25,105.25489146183082,105.95598340850228,104.84412222048174,105.25489146183082,1008733
2019-04-26,104.03875717831525,104.29221356278497,103.87181459111135,104.03875717831525,6123965
2019-04-29,104.95854224057544,105.73353299559707,104.95502425211882,104.95854224057544,7296482
2019-04-30,105.54606784477775,105.8488519799993,104.99798195659137,105.54606784477775,1091604
2019-05-01,106.45826956070634,106.46152784191504,106.25371416478045,106.45826956070634,8666297
2019-05-02,106.37800711131686,107.40155855524483,106.00291464990222,106.37800711131686,2218819
2019-05-03,105.46437330966106,106.38740427222682,104.91910756941746,105.46437330966106,1180786
2019-05-06,105.12458522571634,106.09718718553576,104.49210953749954,105.12458522571634,5441310
2019-05-07,103.81434440174134,103.93657812133478,103.06756864504398,103.81434440174134,8267564
2019-05-08,102.78107214462833,103.65997747002098,102.50483078958257,102.78107214462833,1752805
2019-05-09,103.26188064395332,103.36856280765396,102.71905838023848,103.26188064395332,1140587
2019-05-10,104.33075241483361,105.03173314424791,103.99939364622898,104.33075241483361,3301382
2019-05-13,105.793335691782,106.6989854326657,105.07507894028025,105.793335691782,2781561
2019-05-14,105.93988055712337,105.99308524533446,105.0544491438273,105.93988055712337,1150517
2019-05-15,106.8856296035778,107.59803093749532,106.82480612160846,106.8856296035778,2063358
2019-05-16,107.14521744962788,107.9982770157892,106.60530055676746,107.14521744962788,9594251
2019-05-17,106.52650841293945,106.64828823384276,105.81491336059058,106.52650841293945,8295437
2019-05-20,106.26123234623519,107.16279151165888,105.64602751286523,106.26123234623519,7816975
2019-05-21,105.7048423093286,106.34410006065488,104.78455121866857,105.7048423093286,1470313
2019-05-22,106.97802455063763,107.90959029466266,106.04989791421507,106.97802455063763,8197719
2019-05-23,106.87779984631098,107.65575674435439,106.46754153522866,106.87779984631098,9197771
2019-05-24,106.94723596765907,107.49372033056663,105.90843922446534,106.94723596765907,7510605
2019-05-27,106.0723575472102,106.7892217650996,105.94404146530783,106.0723575472102,7639757
